Company,Date,Close Price,Percentage Change
21700.0,2020-11-18,14011.0,7.02%
21700.0,2020-11-04,12099.0,10.04%
21700.0,2020-10-21,11179.0,0.66%
21700.0,2020-10-07,11621.0,5.69%
21700.0,2020-09-17,98926.0,13.50%
21700.0,2020-09-03,87893.0,3.91%
21700.0,2020-08-13,83848.0,6.54%
21700.0,2020-07-30,73036.0,-9.73%
21700.0,2020-07-16,84583.0,-1.71%
21700.0,2020-07-02,86422.0,-4.47%
21700.0,2020-06-18,83480.0,10.19%
21700.0,2020-06-04,72962.0,-2.27%
21700.0,2020-05-21,68181.0,2.32%
21700.0,2020-05-07,58325.0,7.89%
21700.0,2020-04-21,43710.0,3.31%
21700.0,2020-04-07,39017.0,19.79%
21700.0,2020-03-23,37966.0,-9.67%
21700.0,2020-03-09,49524.0,-6.85%
21700.0,2020-02-18,57019.0,3.83%
21700.0,2020-02-04,55688.0,-7.02%
21700.0,2020-01-14,56739.0,2.14%
21700.0,2019-12-30,55688.0,-2.57%
21700.0,2019-12-16,58980.0,0.24%
21700.0,2019-12-02,54988.0,-4.03%
61400.0,2023-11-20,61400.0,2.68%
61400.0,2023-11-06,59400.0,-0.17%
61400.0,2023-10-23,63600.0,-3.20%
61400.0,2023-10-09,68900.0,-0.72%
61400.0,2023-09-25,68000.0,0.00%
61400.0,2023-09-11,71000.0,-1.66%
61400.0,2023-08-24,67000.0,-6.94%
61400.0,2023-08-10,74000.0,-4.39%
61400.0,2023-07-27,78500.0,-2.24%
61400.0,2023-07-13,81000.0,1.50%
61400.0,2023-06-29,79200.0,-2.58%
61400.0,2023-06-15,80000.0,0.88%
61400.0,2023-06-01,77700.0,0.39%
61400.0,2023-05-18,78500.0,1.29%
61400.0,2023-05-04,78100.0,-1.26%
61400.0,2023-04-17,79400.0,-0.75%
61400.0,2023-04-03,83500.0,1.58%
61400.0,2023-03-20,81600.0,-2.51%
61400.0,2023-03-06,83700.0,0.36%
61400.0,2023-02-20,86000.0,2.63%
61400.0,2023-02-06,84000.0,-0.94%
61400.0,2023-01-16,81900.0,-0.49%
61400.0,2022-12-30,80600.0,1.00%
61400.0,2022-12-16,80000.0,0.63%
61400.0,2022-12-02,80800.0,7.88%
61400.0,2022-11-18,77000.0,4.62%
61400.0,2022-11-04,74000.0,-9.54%
61400.0,2022-10-21,83500.0,-1.76%
61400.0,2022-10-07,84500.0,-5.99%
61400.0,2022-09-23,93955.0,-3.37%
61400.0,2022-09-09,89093.0,-2.39%
61400.0,2022-08-24,88300.0,9.20%
61400.0,2022-08-10,79370.0,6.95%
61400.0,2022-07-27,67961.0,8.73%
61400.0,2022-07-13,60520.0,2.87%
61400.0,2022-06-29,63992.0,4.03%
61400.0,2022-06-15,66572.0,-6.80%
61400.0,2022-06-01,72723.0,-1.74%
61400.0,2022-05-18,74310.0,-11.57%
61400.0,2022-05-04,83339.0,9.80%
61400.0,2022-04-18,79172.0,7.84%
61400.0,2022-04-01,71929.0,-1.89%
61400.0,2022-03-18,75402.0,4.97%
61400.0,2022-03-04,78279.0,-3.90%
61400.0,2022-02-18,83041.0,5.82%
61400.0,2022-01-28,78577.0,5.18%
61400.0,2022-01-14,75402.0,0.66%
61400.0,2021-12-30,63496.0,-5.04%
61400.0,2021-12-16,66770.0,26.50%
61400.0,2021-12-02,52190.0,-3.11%
61400.0,2021-11-18,58296.0,9.43%
61400.0,2021-11-04,52092.0,-0.75%
61400.0,2021-10-21,44312.0,-1.96%
61400.0,2021-10-07,44312.0,0.90%
61400.0,2021-09-23,44805.0,-5.21%
61400.0,2021-09-09,47857.0,3.62%
61400.0,2021-08-24,4382.0,0.00%
61400.0,2021-08-10,45149.0,9.69%
61400.0,2021-07-27,40570.0,3.80%
61400.0,2021-07-13,50975.0,-2.97%
61400.0,2021-06-29,53022.0,-0.73%
61400.0,2021-06-15,53607.0,7.63%
61400.0,2021-06-01,51268.0,-5.05%
61400.0,2021-05-18,52632.0,-1.28%
61400.0,2021-05-04,54582.0,0.00%
61400.0,2021-04-15,51170.0,-8.54%
61400.0,2021-04-01,55946.0,2.87%
61400.0,2021-03-18,56434.0,-1.86%
61400.0,2021-03-04,57018.0,0.00%
61400.0,2021-02-18,58286.0,6.79%
61400.0,2021-01-28,52632.0,1.89%
61400.0,2021-01-14,50683.0,18.18%
61400.0,2020-12-30,40156.0,-3.74%
61400.0,2020-12-16,40156.0,3.39%
61400.0,2020-12-02,39279.0,7.47%
61400.0,2020-11-18,36936.0,-2.30%
61400.0,2020-11-04,38045.0,-1.00%
61400.0,2020-10-21,38479.0,-0.25%
61400.0,2020-10-07,38865.0,-2.89%
61400.0,2020-09-17,40311.0,-7.11%
61400.0,2020-09-03,37081.0,27.32%
61400.0,2020-08-13,27967.0,10.69%
61400.0,2020-07-30,25652.0,-0.38%
61400.0,2020-07-16,25845.0,0.75%
61400.0,2020-07-02,25942.0,0.00%
61400.0,2020-06-18,25652.0,3.50%
61400.0,2020-06-04,26038.0,14.89%
61400.0,2020-05-21,22856.0,4.87%
61400.0,2020-05-07,21023.0,-9.17%
61400.0,2020-04-21,18130.0,4.44%
61400.0,2020-04-07,17359.0,-10.00%
61400.0,2020-03-23,20541.0,-14.80%
61400.0,2020-03-09,23724.0,-7.52%
61400.0,2020-02-18,25942.0,-3.93%
61400.0,2020-02-04,28063.0,4.67%
61400.0,2020-01-14,28256.0,-2.33%
61400.0,2019-12-30,28449.0,4.24%
61400.0,2019-12-16,27292.0,0.00%
61400.0,2019-12-02,27195.0,-2.43%
0.0,2023-11-20,0.0,0.00%
0.0,2023-11-06,0.0,0.00%
0.0,2023-10-23,32750.0,-4.80%
0.0,2023-10-09,33200.0,-0.15%
0.0,2023-09-25,31650.0,-5.52%
0.0,2023-09-11,33000.0,0.00%
0.0,2023-08-24,0.0,0.00%
0.0,2023-08-10,35950.0,2.71%
0.0,2023-07-27,32000.0,0.79%
0.0,2023-07-13,30964.0,0.16%
0.0,2023-06-29,30916.0,5.80%
0.0,2023-06-15,30770.0,-0.31%
0.0,2023-06-01,30190.0,-2.19%
0.0,2023-05-18,31206.0,-5.01%
0.0,2023-05-04,31690.0,-1.06%
0.0,2023-04-17,32125.0,2.31%
0.0,2023-04-03,31883.0,2.65%
0.0,2023-03-20,32415.0,-4.29%
0.0,2023-03-06,33867.0,10.62%
0.0,2023-02-20,33684.0,0.14%
0.0,2023-02-06,31624.0,-7.00%
0.0,2023-01-16,33775.0,6.34%
0.0,2022-12-30,31762.0,0.00%
0.0,2022-12-16,34096.0,-0.53%
0.0,2022-12-02,31121.0,11.11%
0.0,2022-11-18,30205.0,-7.56%
0.0,2022-11-04,32723.0,3.18%
0.0,2022-10-21,28832.0,8.62%
0.0,2022-10-07,27459.0,-11.77%
0.0,2022-09-23,34462.0,0.13%
0.0,2022-09-09,34141.0,-9.69%
0.0,2022-08-24,37528.0,5.12%
0.0,2022-08-10,37842.0,6.00%
0.0,2022-07-27,33915.0,-0.91%
0.0,2022-07-13,31773.0,-3.00%
0.0,2022-06-29,34807.0,-2.38%
0.0,2022-06-15,35209.0,-5.96%
0.0,2022-06-01,37485.0,4.74%
0.0,2022-05-18,36191.0,-0.98%
0.0,2022-05-04,35878.0,0.50%
0.0,2022-04-18,36101.0,0.50%
0.0,2022-04-01,37039.0,5.87%
0.0,2022-03-18,36592.0,-4.65%
0.0,2022-03-04,37396.0,8.83%
0.0,2022-02-18,34986.0,5.09%
0.0,2022-01-28,31059.0,-1.97%
0.0,2022-01-14,31485.0,-0.55%
0.0,2021-12-30,30704.0,-10.38%
0.0,2021-12-16,32526.0,1.35%
0.0,2021-12-02,30791.0,0.00%
0.0,2021-11-18,29490.0,-7.61%
0.0,2021-11-04,28189.0,-4.41%
0.0,2021-10-21,30355.0,2.33%
0.0,2021-10-07,29663.0,6.87%
0.0,2021-09-23,24286.0,2.56%
0.0,2021-09-09,24546.0,2.91%
0.0,2021-08-24,24286.0,3.71%
0.0,2021-08-10,23418.0,0.00%
0.0,2021-07-27,23505.0,-3.90%
0.0,2021-07-13,24286.0,-1.41%
0.0,2021-06-29,24633.0,1.43%
0.0,2021-06-15,26020.0,-3.54%
0.0,2021-06-01,25500.0,1.38%
0.0,2021-05-18,26020.0,-4.77%
0.0,2021-05-04,27755.0,0.00%
0.0,2021-04-15,26194.0,-0.66%
0.0,2021-04-01,26714.0,-4.64%
0.0,2021-03-18,26888.0,-2.52%
0.0,2021-03-04,26541.0,0.33%
0.0,2021-02-18,26454.0,-4.69%
0.0,2021-01-28,26888.0,2.73%
0.0,2021-01-14,26216.0,0.64%
0.0,2020-12-30,26048.0,1.48%
0.0,2020-12-16,25627.0,-1.93%
0.0,2020-12-02,26552.0,3.95%
0.0,2020-11-18,26972.0,6.29%
0.0,2020-11-04,27308.0,1.72%
0.0,2020-10-21,26384.0,1.95%
0.0,2020-10-07,27224.0,-3.28%
0.0,2020-09-17,27392.0,1.40%
0.0,2020-09-03,26468.0,-1.56%
0.0,2020-08-13,26972.0,0.31%
0.0,2020-07-30,26888.0,1.59%
0.0,2020-07-16,26510.0,1.77%
0.0,2020-07-02,26888.0,-1.84%
0.0,2020-06-18,27728.0,4.59%
0.0,2020-06-04,26342.0,-7.52%
0.0,2020-05-21,28358.0,5.14%
0.0,2020-05-07,26888.0,-3.61%
0.0,2020-04-21,26888.0,-1.84%
0.0,2020-04-07,26888.0,-3.03%
0.0,2020-03-23,26586.0,-2.98%
0.0,2020-03-09,26097.0,-3.32%
0.0,2020-02-18,29849.0,-0.54%
0.0,2020-02-04,25281.0,-9.88%
0.0,2020-01-14,27728.0,-4.22%
0.0,2019-12-30,27647.0,-0.29%
0.0,2019-12-16,28544.0,-5.15%
0.0,2019-12-02,30175.0,5.71%
55600.0,2023-11-20,55600.0,-0.71%
55600.0,2023-11-06,58500.0,1.56%
55600.0,2023-10-23,60200.0,-6.67%
55600.0,2023-10-09,65000.0,-6.88%
55600.0,2023-09-25,68100.0,-5.42%
55600.0,2023-09-11,69800.0,1.45%
55600.0,2023-08-24,68000.0,-2.30%
55600.0,2023-08-10,68500.0,-0.72%
55600.0,2023-07-27,71100.0,-0.97%
55600.0,2023-07-13,64500.0,3.20%
55600.0,2023-06-29,60000.0,0.67%
55600.0,2023-06-15,60000.0,3.63%
55600.0,2023-06-01,55300.0,3.56%
55600.0,2023-05-18,56000.0,-0.53%
55600.0,2023-05-04,54900.0,1.29%
55600.0,2023-04-17,49200.0,1.65%
55600.0,2023-04-03,47000.0,-5.53%
55600.0,2023-03-20,49450.0,0.92%
55600.0,2023-03-06,49000.0,-2.00%
55600.0,2023-02-20,53300.0,-6.33%
55600.0,2023-02-06,56900.0,-1.73%
55600.0,2023-01-16,57500.0,1.95%
55600.0,2022-12-30,60200.0,2.03%
55600.0,2022-12-16,62400.0,-1.73%
55600.0,2022-12-02,62500.0,17.92%
55600.0,2022-11-18,53000.0,12.77%
55600.0,2022-11-04,51500.0,-7.04%
55600.0,2022-10-21,57500.0,0.00%
55600.0,2022-10-07,61000.0,-1.61%
55600.0,2022-09-23,61900.0,-2.52%
55600.0,2022-09-09,61900.0,-1.59%
55600.0,2022-08-24,64000.0,0.95%
55600.0,2022-08-10,62000.0,-4.32%
55600.0,2022-07-27,63500.0,1.76%
55600.0,2022-07-13,60500.0,2.37%
55600.0,2022-06-29,59900.0,-3.39%
55600.0,2022-06-15,67000.0,-0.74%
55600.0,2022-06-01,66200.0,-1.19%
55600.0,2022-05-18,64037.0,-2.24%
55600.0,2022-05-04,70392.0,-3.74%
55600.0,2022-04-18,72348.0,-1.07%
55600.0,2022-04-01,73423.0,0.67%
55600.0,2022-03-18,73228.0,-1.45%
55600.0,2022-03-04,76747.0,-1.63%
55600.0,2022-02-18,80169.0,1.99%
55600.0,2022-01-28,75281.0,0.00%
55600.0,2022-01-14,74890.0,0.66%
55600.0,2021-12-30,75281.0,-0.65%
55600.0,2021-12-16,75867.0,1.84%
55600.0,2021-12-02,72445.0,-0.14%
55600.0,2021-11-18,73228.0,-0.53%
55600.0,2021-11-04,73325.0,2.46%
55600.0,2021-10-21,72934.0,2.75%
55600.0,2021-10-07,71859.0,0.69%
55600.0,2021-09-23,70686.0,0.98%
55600.0,2021-09-09,69904.0,-3.51%
55600.0,2021-08-24,66579.0,-2.01%
55600.0,2021-08-10,68926.0,-0.84%
55600.0,2021-07-27,70392.0,-1.23%
55600.0,2021-07-13,68828.0,-6.13%
55600.0,2021-06-29,77627.0,1.15%
55600.0,2021-06-15,73677.0,1.72%
55600.0,2021-06-01,69744.0,0.28%
55600.0,2021-05-18,68113.0,-2.07%
55600.0,2021-05-04,69552.0,1.97%
55600.0,2021-04-15,69072.0,-0.83%
55600.0,2021-04-01,70512.0,1.10%
55600.0,2021-03-18,69552.0,3.57%
55600.0,2021-03-04,60438.0,0.00%
55600.0,2021-02-18,58136.0,8.80%
55600.0,2021-01-28,50653.0,-5.38%
55600.0,2021-01-14,56313.0,1.38%
55600.0,2020-12-30,53531.0,-0.36%
55600.0,2020-12-16,54107.0,2.55%
55600.0,2020-12-02,53819.0,2.19%
55600.0,2020-11-18,49598.0,-3.00%
55600.0,2020-11-04,47439.0,6.80%
55600.0,2020-10-21,44849.0,-1.78%
55600.0,2020-10-07,45760.0,-0.94%
55600.0,2020-09-17,47391.0,3.67%
55600.0,2020-09-03,45329.0,2.94%
55600.0,2020-08-13,42019.0,-0.45%
55600.0,2020-07-30,40292.0,-6.67%
55600.0,2020-07-16,43650.0,3.03%
55600.0,2020-07-02,42006.0,-0.17%
55600.0,2020-06-18,40264.0,-1.25%
55600.0,2020-06-04,43747.0,11.67%
55600.0,2020-05-21,38813.0,-4.64%
55600.0,2020-05-07,38451.0,-1.12%
55600.0,2020-04-21,38451.0,4.95%
55600.0,2020-04-07,34388.0,12.72%
55600.0,2020-03-23,34569.0,-8.01%
55600.0,2020-03-09,41353.0,-1.72%
55600.0,2020-02-18,44110.0,8.38%
55600.0,2020-02-04,39394.0,9.70%
55600.0,2020-01-14,35911.0,2.06%
55600.0,2019-12-30,35041.0,-3.40%
55600.0,2019-12-16,37870.0,-1.51%
55600.0,2019-12-02,39539.0,-2.51%
78300.0,2023-11-20,78300.0,-0.89%
78300.0,2023-11-06,79000.0,3.13%
78300.0,2023-10-23,80600.0,-7.25%
78300.0,2023-10-09,86600.0,-3.02%
78300.0,2023-09-25,89500.0,-1.47%
78300.0,2023-09-11,84500.0,2.84%
78300.0,2023-08-24,82356.0,2.40%
78300.0,2023-08-10,82034.0,2.41%
78300.0,2023-07-27,78978.0,-0.51%
78300.0,2023-07-13,79863.0,4.31%
78300.0,2023-06-29,76083.0,-1.05%
78300.0,2023-06-15,7769.0,-89.68%
78300.0,2023-06-01,73992.0,-2.85%
78300.0,2023-05-18,74796.0,0.87%
78300.0,2023-05-04,73992.0,-1.18%
78300.0,2023-04-17,78174.0,-2.31%
78300.0,2023-04-03,82437.0,0.49%
78300.0,2023-03-20,82839.0,-4.72%
78300.0,2023-03-06,83402.0,-0.29%
78300.0,2023-02-20,87664.0,2.93%
78300.0,2023-02-06,85251.0,-0.56%
78300.0,2023-01-16,82839.0,-1.43%
78300.0,2022-12-30,81632.0,0.00%
78300.0,2022-12-16,85573.0,0.38%
78300.0,2022-12-02,89434.0,6.11%
78300.0,2022-11-18,91927.0,0.35%
78300.0,2022-11-04,89273.0,1.84%
78300.0,2022-10-21,86217.0,-2.37%
78300.0,2022-10-07,82034.0,-7.27%
78300.0,2022-09-23,90479.0,1.35%
78300.0,2022-09-09,91686.0,-2.65%
78300.0,2022-08-24,94340.0,4.36%
78300.0,2022-08-10,89192.0,-0.98%
78300.0,2022-07-27,84206.0,1.65%
78300.0,2022-07-13,77450.0,0.52%
78300.0,2022-06-29,91600.0,5.22%
78300.0,2022-06-15,97081.0,862.06%
78300.0,2022-06-01,94732.0,11.62%
78300.0,2022-05-18,82205.0,-3.58%
78300.0,2022-05-04,84554.0,3.35%
78300.0,2022-04-18,90269.0,4.63%
78300.0,2022-04-01,85885.0,-0.90%
78300.0,2022-03-18,85259.0,-3.54%
78300.0,2022-03-04,92383.0,0.68%
78300.0,2022-02-18,91600.0,5.40%
78300.0,2022-01-28,85337.0,1.49%
78300.0,2022-01-14,82597.0,-1.86%
78300.0,2021-12-30,75942.0,1.89%
78300.0,2021-12-16,77195.0,-0.10%
78300.0,2021-12-02,77038.0,-5.29%
78300.0,2021-11-18,89095.0,-4.37%
78300.0,2021-11-04,91678.0,-6.32%
78300.0,2021-10-21,87842.0,0.81%
78300.0,2021-10-07,86903.0,14.43%
78300.0,2021-09-23,70931.0,-2.16%
78300.0,2021-09-09,69365.0,-0.90%
78300.0,2021-08-24,67330.0,-6.93%
78300.0,2021-08-10,75159.0,3.23%
78300.0,2021-07-27,69679.0,0.00%
78300.0,2021-07-13,7163.0,-89.34%
78300.0,2021-06-29,72810.0,1.09%
78300.0,2021-06-15,67318.0,0.68%
78300.0,2021-06-01,63523.0,0.96%
78300.0,2021-05-18,62233.0,-3.87%
78300.0,2021-05-04,63220.0,-3.14%
78300.0,2021-04-15,65269.0,-3.37%
78300.0,2021-04-01,68760.0,0.33%
78300.0,2021-03-18,69671.0,-0.97%
78300.0,2021-03-04,68988.0,1.91%
78300.0,2021-02-18,68380.0,11.23%
78300.0,2021-01-28,55782.0,-16.00%
78300.0,2021-01-14,69898.0,-0.65%
78300.0,2020-12-30,65952.0,2.60%
78300.0,2020-12-16,65117.0,-0.35%
78300.0,2020-12-02,63751.0,1.57%
78300.0,2020-11-18,60715.0,9.29%
78300.0,2020-11-04,54568.0,0.00%
78300.0,2020-10-21,54871.0,-3.86%
78300.0,2020-10-07,56237.0,0.82%
78300.0,2020-09-17,54416.0,-0.42%
78300.0,2020-09-03,57528.0,6.76%
78300.0,2020-08-13,55099.0,4.46%
78300.0,2020-07-30,49710.0,-7.88%
78300.0,2020-07-16,54795.0,0.72%
78300.0,2020-07-02,51005.0,-2.62%
78300.0,2020-06-18,5223.0,-90.06%
78300.0,2020-06-04,56431.0,5.55%
78300.0,2020-05-21,54261.0,4.90%
78300.0,2020-05-07,49703.0,9.40%
78300.0,2020-04-21,46664.0,-3.73%
78300.0,2020-04-07,45506.0,15.20%
78300.0,2020-03-23,38995.0,-9.11%
78300.0,2020-03-09,52162.0,-8.73%
78300.0,2020-02-18,62219.0,0.47%
78300.0,2020-02-04,59325.0,-13.59%
78300.0,2020-01-14,68658.0,-2.26%
78300.0,2019-12-30,69743.0,0.63%
78300.0,2019-12-16,71045.0,-1.60%
78300.0,2019-12-02,70901.0,-5.86%
50400.0,2023-11-20,50400.0,-1.75%
50400.0,2023-11-06,50200.0,-1.38%
50400.0,2023-10-23,51700.0,-0.39%
50400.0,2023-10-09,52500.0,-4.20%
50400.0,2023-09-25,54000.0,-3.57%
50400.0,2023-09-11,56100.0,-3.28%
50400.0,2023-08-24,54000.0,-3.57%
50400.0,2023-08-10,56400.0,-2.59%
50400.0,2023-07-27,56500.0,-5.83%
50400.0,2023-07-13,59300.0,-2.79%
50400.0,2023-06-29,58200.0,884.77%
50400.0,2023-06-15,54650.0,1.99%
50400.0,2023-06-01,54844.0,3.66%
50400.0,2023-05-18,50781.0,-1.87%
50400.0,2023-05-04,51265.0,4.33%
50400.0,2023-04-17,50297.0,0.00%
50400.0,2023-04-03,47976.0,0.81%
50400.0,2023-03-20,47396.0,-3.73%
50400.0,2023-03-06,49233.0,-1.55%
50400.0,2023-02-20,50201.0,6.46%
50400.0,2023-02-06,50297.0,-5.45%
50400.0,2023-01-16,54650.0,10.14%
50400.0,2022-12-30,49330.0,6.23%
50400.0,2022-12-16,50002.0,13.40%
50400.0,2022-12-02,44655.0,0.64%
50400.0,2022-11-18,40433.0,0.23%
50400.0,2022-11-04,48126.0,-6.73%
50400.0,2022-10-21,49627.0,-3.82%
50400.0,2022-10-07,50565.0,-1.28%
50400.0,2022-09-23,60884.0,-0.76%
50400.0,2022-09-09,64262.0,15.91%
50400.0,2022-08-24,54036.0,6.67%
50400.0,2022-08-10,51034.0,-0.91%
50400.0,2022-07-27,46906.0,-1.96%
50400.0,2022-07-13,46437.0,7.38%
50400.0,2022-06-29,46343.0,12.40%
50400.0,2022-06-15,42309.0,-4.45%
50400.0,2022-06-01,41934.0,5.05%
50400.0,2022-05-18,39671.0,-2.67%
50400.0,2022-05-04,43113.0,10.83%
50400.0,2022-04-18,43611.0,2.89%
50400.0,2022-04-01,41890.0,2.78%
50400.0,2022-03-18,42343.0,-0.95%
50400.0,2022-03-04,40169.0,1.95%
50400.0,2022-02-18,39671.0,0.69%
50400.0,2022-01-28,37724.0,2.59%
50400.0,2022-01-14,37814.0,-0.48%
50400.0,2021-12-30,40483.0,0.44%
50400.0,2021-12-16,41289.0,1.54%
50400.0,2021-12-02,43215.0,1.90%
50400.0,2021-11-18,39767.0,1.14%
50400.0,2021-11-04,38961.0,1.87%
50400.0,2021-10-21,38513.0,-0.92%
50400.0,2021-10-07,39856.0,7.36%
50400.0,2021-09-23,38065.0,2.16%
50400.0,2021-09-09,39229.0,1.15%
50400.0,2021-08-24,37528.0,-7.50%
50400.0,2021-08-10,35736.0,5.28%
50400.0,2021-07-27,33676.0,4.58%
50400.0,2021-07-13,31858.0,-3.89%
50400.0,2021-06-29,32719.0,-2.94%
50400.0,2021-06-15,31944.0,-1.33%
50400.0,2021-06-01,32030.0,0.54%
50400.0,2021-05-18,30093.0,-1.27%
50400.0,2021-05-04,31427.0,0.00%
50400.0,2021-04-15,32288.0,-1.45%
50400.0,2021-04-01,33149.0,0.26%
50400.0,2021-03-18,33580.0,-0.64%
50400.0,2021-03-04,34441.0,3.36%
50400.0,2021-02-18,34699.0,2.54%
50400.0,2021-01-28,32116.0,-8.13%
50400.0,2021-01-14,36292.0,0.86%
50400.0,2020-12-30,32788.0,901.47%
50400.0,2020-12-16,33124.0,-1.13%
50400.0,2020-12-02,32998.0,5.23%
50400.0,2020-11-18,30518.0,2.98%
50400.0,2020-11-04,29425.0,2.64%
50400.0,2020-10-21,29509.0,-3.84%
50400.0,2020-10-07,30728.0,3.84%
50400.0,2020-09-17,29509.0,-1.13%
50400.0,2020-09-03,30097.0,2.87%
50400.0,2020-08-13,29887.0,4.56%
50400.0,2020-07-30,28290.0,-10.03%
50400.0,2020-07-16,32170.0,8.30%
50400.0,2020-07-02,29099.0,7.46%
50400.0,2020-06-18,26189.0,-1.52%
50400.0,2020-06-04,26593.0,2.81%
50400.0,2020-05-21,26593.0,-3.80%
50400.0,2020-05-07,25340.0,0.32%
50400.0,2020-04-21,24491.0,3.24%
50400.0,2020-04-07,23845.0,9.47%
50400.0,2020-03-23,24451.0,-4.87%
50400.0,2020-03-09,29099.0,-4.01%
50400.0,2020-02-18,30556.0,-1.54%
50400.0,2020-02-04,31593.0,0.25%
50400.0,2020-01-14,31513.0,-0.75%
50400.0,2019-12-30,31912.0,0.00%
50400.0,2019-12-16,32710.0,-3.28%
50400.0,2019-12-02,31404.0,-1.71%
19500.0,2023-11-20,19500.0,1.56%
19500.0,2023-11-06,19825.0,4.52%
19500.0,2023-10-23,20064.0,-6.44%
19500.0,2023-10-09,20397.0,-1.83%
19500.0,2023-09-25,19444.0,-7.90%
19500.0,2023-09-11,20874.0,4.54%
19500.0,2023-08-24,19539.0,-7.45%
19500.0,2023-08-10,20921.0,1.15%
19500.0,2023-07-27,20731.0,3.57%
19500.0,2023-07-13,19015.0,2.04%
19500.0,2023-06-29,18967.0,1.53%
19500.0,2023-06-15,18777.0,1.03%
19500.0,2023-06-01,18491.0,1.04%
19500.0,2023-05-18,18348.0,-2.78%
19500.0,2023-05-04,18634.0,0.26%
19500.0,2023-04-17,19492.0,-2.15%
19500.0,2023-04-03,20207.0,-0.23%
19500.0,2023-03-20,18777.0,1.55%
19500.0,2023-03-06,16299.0,0.59%
19500.0,2023-02-20,17442.0,7.65%
19500.0,2023-02-06,17633.0,-3.90%
19500.0,2023-01-16,18491.0,2.92%
19500.0,2022-12-30,17061.0,-2.45%
19500.0,2022-12-16,17633.0,9.47%
19500.0,2022-12-02,16489.0,11.61%
19500.0,2022-11-18,14774.0,-4.90%
19500.0,2022-11-04,16156.0,3.67%
19500.0,2022-10-21,14821.0,-3.72%
19500.0,2022-10-07,14631.0,-14.72%
19500.0,2022-09-23,18268.0,-5.89%
19500.0,2022-09-09,19380.0,-4.09%
19500.0,2022-08-24,19952.0,4.14%
19500.0,2022-08-10,19126.0,938.33%
19500.0,2022-07-27,17601.0,-1.60%
19500.0,2022-07-13,17633.0,-3.64%
19500.0,2022-06-29,19063.0,5.64%
19500.0,2022-06-15,18332.0,-9.28%
19500.0,2022-06-01,19603.0,-2.06%
19500.0,2022-05-18,19666.0,-7.34%
19500.0,2022-05-04,22748.0,4.53%
19500.0,2022-04-18,23288.0,-5.54%
19500.0,2022-04-01,24528.0,5.04%
19500.0,2022-03-18,23034.0,-0.42%
19500.0,2022-03-04,24210.0,-0.26%
19500.0,2022-02-18,22812.0,-1.91%
19500.0,2022-01-28,23288.0,6.85%
19500.0,2022-01-14,22145.0,0.72%
19500.0,2021-12-30,22494.0,9.26%
19500.0,2021-12-16,21414.0,-5.34%
19500.0,2021-12-02,23511.0,-2.63%
19500.0,2021-11-18,22494.0,-3.01%
19500.0,2021-11-04,24146.0,-1.56%
19500.0,2021-10-21,23860.0,1.62%
19500.0,2021-10-07,22653.0,-2.63%
19500.0,2021-09-23,23652.0,3.08%
19500.0,2021-09-09,22381.0,2.92%
19500.0,2021-08-24,21534.0,-6.30%
19500.0,2021-08-10,21358.0,-0.49%
19500.0,2021-07-27,20122.0,-5.94%
19500.0,2021-07-13,22593.0,-9.86%
19500.0,2021-06-29,23617.0,1.36%
19500.0,2021-06-15,23476.0,-6.99%
19500.0,2021-06-01,24464.0,3.74%
19500.0,2021-05-18,23723.0,6.67%
19500.0,2021-05-04,21005.0,16.67%
19500.0,2021-04-15,17651.0,7.07%
19500.0,2021-04-01,16203.0,6.12%
19500.0,2021-03-18,16186.0,4.80%
19500.0,2021-03-04,14650.0,4.80%
19500.0,2021-02-18,14580.0,12.85%
19500.0,2021-01-28,10467.0,-18.09%
19500.0,2021-01-14,12991.0,5.45%
19500.0,2020-12-30,11226.0,-0.62%
19500.0,2020-12-16,10343.0,2.99%
19500.0,2020-12-02,97788.0,3.75%
19500.0,2020-11-18,87903.0,4.84%
19500.0,2020-11-04,85432.0,4.31%
19500.0,2020-10-21,88609.0,4.58%
19500.0,2020-10-07,83843.0,1.28%
19500.0,2020-09-17,80666.0,0.22%
19500.0,2020-09-03,83667.0,11.01%
19500.0,2020-08-13,76783.0,1.87%
19500.0,2020-07-30,71664.0,-9.78%
19500.0,2020-07-16,79784.0,-1.09%
19500.0,2020-07-02,75724.0,875.07%
19500.0,2020-06-18,78724.0,-3.46%
19500.0,2020-06-04,84726.0,3.90%
19500.0,2020-05-21,87197.0,4.44%
19500.0,2020-05-07,75547.0,1.90%
19500.0,2020-04-21,69016.0,-8.22%
19500.0,2020-04-07,68663.0,6.87%
19500.0,2020-03-23,69193.0,-6.44%
19500.0,2020-03-09,90374.0,-4.83%
19500.0,2020-02-18,96729.0,7.87%
19500.0,2020-02-04,82784.0,-0.42%
19500.0,2020-01-14,74665.0,3.93%
19500.0,2019-12-30,69899.0,2.33%
19500.0,2019-12-16,69193.0,1.03%
19500.0,2019-12-02,68840.0,-2.50%
16200.0,2023-11-20,16200.0,24.14%
16200.0,2023-11-06,12500.0,12.11%
16200.0,2023-10-23,11350.0,-0.44%
16200.0,2023-10-09,11700.0,-0.85%
16200.0,2023-09-25,11900.0,-1.08%
16200.0,2023-09-11,12407.0,7.35%
16200.0,2023-08-24,11275.0,-2.05%
16200.0,2023-08-10,10567.0,-88.80%
