Company,Date,Close Price,Percentage Change
217.71,2022-02-28,180.84,-10.24%
217.71,2022-02-14,209.03,-1.54%
217.71,2022-01-31,206.45,8.33%
217.71,2022-01-17,205.44,-9.08%
217.71,2022-01-03,215.5,7.04%
217.71,2021-12-20,204.22,6.02%
217.71,2021-12-06,205.06,3.31%
217.71,2021-11-22,199.21,-6.97%
217.71,2021-11-08,220.96,-1.56%
217.71,2021-10-25,207.03,-2.79%
217.71,2021-10-11,217.04,-4.13%
217.71,2021-09-27,226.0,2.08%
217.71,2021-09-13,213.36,1.46%
217.71,2021-08-30,218.17,-1.61%
217.71,2021-08-16,212.67,-9.29%
217.71,2021-08-02,231.33,2.14%
217.71,2021-07-19,221.52,1.74%
217.71,2021-07-05,239.59,1.23%
217.71,2021-06-21,248.38,4.65%
217.71,2021-06-07,247.28,-1.06%
217.71,2021-05-24,247.02,5.20%
217.71,2021-05-10,228.47,-2.97%
217.71,2021-04-26,234.31,-1.71%
217.71,2021-04-12,248.18,-1.66%
217.71,2021-03-29,252.96,3.30%
217.71,2021-03-15,255.82,-4.97%
217.71,2021-03-01,223.22,5.29%
217.71,2021-02-15,217.47,3.08%
217.71,2021-02-01,207.93,7.08%
217.71,2021-01-18,205.84,0.74%
217.71,2021-01-04,209.9,-1.94%
217.71,2020-12-21,217.15,-1.18%
217.71,2020-12-07,230.33,-1.02%
217.71,2020-11-23,216.5,8.46%
217.71,2020-11-09,187.11,18.62%
217.71,2020-10-26,144.39,-13.72%
217.71,2020-10-12,167.35,0.01%
217.71,2020-09-28,168.08,7.72%
217.71,2020-09-14,161.14,0.57%
217.71,2020-08-31,171.05,-2.70%
217.71,2020-08-17,167.5,-5.94%
217.71,2020-08-03,170.02,7.61%
217.71,2020-07-20,173.76,-1.08%
217.71,2020-07-06,178.44,-1.31%
217.71,2020-06-22,170.01,-9.10%
217.71,2020-06-08,189.51,-7.75%
217.71,2020-05-25,145.85,6.05%
217.71,2020-05-11,120.0,-10.07%
217.71,2020-04-27,133.37,3.40%
217.71,2020-04-13,154.0,1.42%
217.71,2020-03-30,124.52,-23.14%
217.71,2020-03-16,95.01,-44.18%
217.71,2020-03-02,262.33,-4.65%
217.71,2020-02-17,330.38,-2.39%
217.71,2020-02-03,334.76,5.81%
217.71,2020-01-20,321.14,-0.34%
217.71,2020-01-06,327.97,-0.85%
217.71,2019-12-23,328.19,0.65%
217.71,2019-12-09,339.65,-3.51%
217.71,2019-11-25,364.01,-1.39%
12.34,2023-11-20,12.34,1.15%
12.34,2023-11-06,11.29,-1.66%
12.34,2023-10-23,10.93,8.11%
12.34,2023-10-09,10.42,-2.62%
12.34,2023-09-25,10.99,2.52%
12.34,2023-09-11,10.93,5.81%
12.34,2023-08-28,10.89,1.59%
12.34,2023-08-14,10.72,-2.10%
12.34,2023-07-31,11.02,-0.81%
12.34,2023-07-17,11.32,5.30%
12.34,2023-07-03,10.22,-2.94%
12.34,2023-06-19,9.95,-4.51%
12.34,2023-06-05,10.61,0.09%
12.34,2023-05-22,10.47,1.90%
12.34,2023-05-08,10.14,-1.97%
12.34,2023-04-24,10.67,1.19%
12.34,2023-04-10,10.61,5.39%
12.34,2023-03-27,9.9,9.20%
12.34,2023-03-13,9.59,-11.06%
12.34,2023-02-27,12.1,4.26%
12.34,2023-02-13,12.33,5.04%
12.34,2023-01-30,12.05,-7.45%
12.34,2023-01-16,12.64,2.44%
12.34,2023-01-02,12.06,7.99%
12.34,2022-12-19,11.03,8.48%
12.34,2022-12-05,10.33,1.04%
12.34,2022-11-21,10.48,2.95%
12.34,2022-11-07,10.29,9.26%
12.34,2022-10-24,9.5,9.87%
12.34,2022-10-10,8.06,8.47%
12.34,2022-09-26,7.17,-11.27%
12.34,2022-09-12,8.81,1.45%
12.34,2022-08-29,8.02,1.97%
12.34,2022-08-15,8.27,-8.96%
12.34,2022-08-01,8.64,2.30%
12.34,2022-07-18,8.14,6.19%
12.34,2022-07-04,8.06,-1.77%
12.34,2022-06-20,9.17,-4.54%
12.34,2022-06-06,9.67,-8.69%
12.34,2022-05-23,10.91,15.96%
12.34,2022-05-09,9.21,-1.32%
12.34,2022-04-25,9.38,-16.13%
12.34,2022-04-11,11.15,-8.27%
12.34,2022-03-28,12.43,1.63%
12.34,2022-03-14,11.65,19.80%
12.34,2022-02-28,9.47,-25.74%
12.34,2022-02-14,14.53,-2.48%
12.34,2022-01-31,14.95,16.75%
12.34,2022-01-17,12.16,-7.11%
12.34,2022-01-03,13.37,12.72%
12.34,2021-12-20,11.98,3.02%
12.34,2021-12-06,11.78,2.65%
12.34,2021-11-22,11.62,0.58%
12.34,2021-11-08,12.11,-0.78%
12.34,2021-10-25,12.17,-5.94%
12.34,2021-10-11,12.6,0.45%
12.34,2021-09-27,11.95,-0.87%
12.34,2021-09-13,12.25,1.49%
12.34,2021-08-30,11.92,1.13%
12.34,2021-08-16,11.65,-5.25%
12.34,2021-08-02,12.05,1.52%
12.34,2021-07-19,11.8,4.37%
12.34,2021-07-05,11.91,-3.46%
12.34,2021-06-21,12.63,2.86%
12.34,2021-06-07,13.45,-6.28%
12.34,2021-05-24,14.32,2.44%
12.34,2021-05-10,13.67,1.84%
12.34,2021-04-26,13.29,17.85%
12.34,2021-04-12,11.91,1.87%
12.34,2021-03-29,11.5,-1.86%
12.34,2021-03-15,12.01,-0.47%
12.34,2021-03-01,12.06,3.59%
12.34,2021-02-15,11.04,6.80%
12.34,2021-02-01,9.79,1.98%
12.34,2021-01-18,10.33,-6.28%
12.34,2021-01-04,11.07,6.97%
12.34,2020-12-21,10.3,-1.99%
12.34,2020-12-07,10.08,-9.77%
12.34,2020-11-23,10.78,6.27%
12.34,2020-11-09,10.18,5.71%
12.34,2020-10-26,8.78,-4.15%
12.34,2020-10-12,8.78,-0.32%
12.34,2020-09-28,8.07,6.25%
12.34,2020-09-14,8.63,-1.84%
12.34,2020-08-31,9.23,-1.62%
12.34,2020-08-17,8.71,-3.57%
12.34,2020-08-03,8.75,3.36%
12.34,2020-07-20,9.12,-3.61%
12.34,2020-07-06,9.58,5.98%
12.34,2020-06-22,8.54,-2.39%
12.34,2020-06-08,8.91,-3.10%
12.34,2020-05-25,7.97,14.75%
12.34,2020-05-11,6.11,-9.68%
12.34,2020-04-27,6.79,20.17%
12.34,2020-04-13,6.21,-2.24%
12.34,2020-03-30,5.6,-8.81%
12.34,2020-03-16,5.47,-3.52%
12.34,2020-03-02,7.2,-12.96%
12.34,2020-02-17,9.72,-7.25%
12.34,2020-02-03,9.88,13.77%
12.34,2020-01-20,8.13,1.78%
12.34,2020-01-06,8.09,4.93%
12.34,2019-12-23,7.27,-1.42%
12.34,2019-12-09,7.1,3.60%
12.34,2019-11-25,6.84,-2.04%
42700.0,2023-11-20,42700.0,-4.69%
42700.0,2023-11-06,42100.0,1.45%
42700.0,2023-10-23,43400.0,-3.56%
42700.0,2023-10-09,45200.0,-3.62%
42700.0,2023-09-25,46500.0,-12.26%
42700.0,2023-09-11,59100.0,-4.83%
42700.0,2023-08-24,64200.0,-10.71%
42700.0,2023-08-10,67900.0,16.67%
42700.0,2023-07-27,51100.0,-1.73%
42700.0,2023-07-13,51500.0,2.18%
42700.0,2023-06-29,51800.0,-1.15%
42700.0,2023-06-15,53500.0,2.10%
42700.0,2023-06-01,52000.0,-1.14%
42700.0,2023-05-18,53200.0,5.35%
42700.0,2023-05-04,51300.0,-2.47%
42700.0,2023-04-17,52900.0,-1.67%
42700.0,2023-04-03,58000.0,8.82%
42700.0,2023-03-20,52800.0,-0.94%
42700.0,2023-03-06,52600.0,0.19%
42700.0,2023-02-20,54100.0,1.31%
42700.0,2023-02-06,56000.0,-2.95%
42700.0,2023-01-16,54800.0,-0.36%
42700.0,2022-12-30,53800.0,-2.36%
42700.0,2022-12-16,58400.0,-13.86%
42700.0,2022-12-02,68800.0,5.85%
42700.0,2022-11-18,65600.0,20.81%
42700.0,2022-11-04,54300.0,-2.51%
42700.0,2022-10-21,56800.0,-4.86%
42700.0,2022-10-07,60200.0,9.45%
42700.0,2022-09-23,62600.0,0.16%
42700.0,2022-09-09,64400.0,1.10%
42700.0,2022-08-24,64900.0,-3.57%
42700.0,2022-08-10,64800.0,-1.82%
42700.0,2022-07-27,66500.0,-2.49%
42700.0,2022-07-13,69500.0,2.96%
42700.0,2022-06-29,73400.0,-2.13%
42700.0,2022-06-15,76700.0,-1.79%
42700.0,2022-06-01,79300.0,2.06%
42700.0,2022-05-18,78000.0,-3.11%
42700.0,2022-05-04,79700.0,4.59%
42700.0,2022-04-18,79500.0,-2.69%
42700.0,2022-04-01,82100.0,1.36%
42700.0,2022-03-18,78800.0,-0.25%
42700.0,2022-03-04,79000.0,-0.13%
42700.0,2022-02-18,82200.0,0.61%
42700.0,2022-01-28,97000.0,1.57%
42700.0,2022-01-14,98900.0,-3.23%
42700.0,2021-12-30,95000.0,-1.04%
42700.0,2021-12-16,100000.0,-6.54%
42700.0,2021-12-02,107200.0,14.04%
42700.0,2021-11-18,94500.0,-0.32%
42700.0,2021-11-04,95000.0,0.00%
42700.0,2021-10-21,91000.0,-1.62%
42700.0,2021-10-07,88800.0,0.91%
42700.0,2021-09-23,87100.0,-0.80%
42700.0,2021-09-09,91300.0,-2.98%
42700.0,2021-08-24,95400.0,-3.54%
42700.0,2021-08-10,100444.0,-1.31%
42700.0,2021-07-27,92711.0,1.26%
42700.0,2021-07-13,91555.0,-8.04%
42700.0,2021-06-29,104888.0,0.43%
42700.0,2021-06-15,108177.0,1.59%
42700.0,2021-06-01,106666.0,-1.88%
42700.0,2021-05-18,107555.0,-7.63%
42700.0,2021-05-04,118755.0,-3.40%
42700.0,2021-04-15,125244.0,12.36%
42700.0,2021-04-01,109333.0,11.41%
42700.0,2021-03-18,94755.0,0.66%
42700.0,2021-03-04,95022.0,-1.84%
42700.0,2021-02-18,97777.0,4.76%
42700.0,2021-01-28,82666.0,-11.51%
42700.0,2021-01-14,98133.0,0.27%
42700.0,2020-12-30,96444.0,2.65%
42700.0,2020-12-16,95111.0,0.94%
42700.0,2020-12-02,93333.0,-0.57%
42700.0,2020-11-18,93244.0,-0.85%
42700.0,2020-11-04,92000.0,3.29%
42700.0,2020-10-21,86488.0,2.42%
42700.0,2020-10-07,82222.0,-0.54%
42700.0,2020-09-17,83555.0,3.87%
42700.0,2020-09-03,84000.0,9.88%
42700.0,2020-08-13,78222.0,0.57%
42700.0,2020-07-30,75644.0,-5.45%
42700.0,2020-07-16,82666.0,2.20%
42700.0,2020-07-02,79911.0,-3.75%
42700.0,2020-06-18,80888.0,-2.15%
42700.0,2020-06-04,85333.0,-1.03%
42700.0,2020-05-21,87111.0,2.08%
42700.0,2020-05-07,85333.0,4.35%
42700.0,2020-04-21,82666.0,-2.72%
42700.0,2020-04-07,86488.0,19.53%
42700.0,2020-03-23,68266.0,-16.97%
42700.0,2020-03-09,86844.0,-7.31%
42700.0,2020-02-18,92888.0,-7.85%
42700.0,2020-02-04,102044.0,-0.09%
42700.0,2020-01-14,102222.0,0.26%
42700.0,2019-12-30,102222.0,-0.60%
42700.0,2019-12-16,102933.0,-0.09%
42700.0,2019-12-02,102222.0,-0.26%
103500.0,2023-11-20,103500.0,-2.45%
103500.0,2023-11-06,105600.0,8.87%
103500.0,2023-10-23,99900.0,-1.28%
103500.0,2023-10-09,95600.0,-1.65%
103500.0,2023-09-25,96100.0,-1.94%
103500.0,2023-09-11,99000.0,3.02%
103500.0,2023-08-24,96300.0,-3.22%
103500.0,2023-08-10,100600.0,0.80%
103500.0,2023-07-27,96300.0,0.00%
103500.0,2023-07-13,93900.0,0.21%
103500.0,2023-06-29,93800.0,0.00%
103500.0,2023-06-15,96800.0,0.73%
103500.0,2023-06-01,97000.0,0.31%
103500.0,2023-05-18,97800.0,1.98%
103500.0,2023-05-04,95500.0,-0.42%
103500.0,2023-04-17,98000.0,-3.16%
103500.0,2023-04-03,102600.0,-1.25%
103500.0,2023-03-20,103100.0,4.04%
103500.0,2023-03-06,96300.0,2.45%
103500.0,2023-02-20,101700.0,0.69%
103500.0,2023-02-06,107500.0,-4.87%
103500.0,2023-01-16,107300.0,-0.74%
103500.0,2022-12-30,108500.0,0.84%
103500.0,2022-12-16,110100.0,4.56%
103500.0,2022-12-02,102900.0,1.68%
103500.0,2022-11-18,100700.0,3.18%
103500.0,2022-11-04,96100.0,-9.34%
103500.0,2022-10-21,106500.0,-0.47%
103500.0,2022-10-07,113600.0,3.37%
103500.0,2022-09-23,112800.0,-1.91%
103500.0,2022-09-09,115000.0,-4.56%
103500.0,2022-08-24,123000.0,-0.24%
103500.0,2022-08-10,125100.0,-0.56%
103500.0,2022-07-27,124600.0,0.48%
103500.0,2022-07-13,124800.0,0.24%
103500.0,2022-06-29,131000.0,2.75%
103500.0,2022-06-15,122900.0,-2.31%
103500.0,2022-06-01,129600.0,5.02%
103500.0,2022-05-18,124000.0,-1.67%
103500.0,2022-05-04,129000.0,0.31%
103500.0,2022-04-18,135000.0,-1.10%
103500.0,2022-04-01,136500.0,-4.14%
103500.0,2022-03-18,142700.0,3.78%
103500.0,2022-03-04,139400.0,-3.93%
103500.0,2022-02-18,140100.0,7.94%
103500.0,2022-01-28,121100.0,0.08%
103500.0,2022-01-14,121000.0,-0.66%
103500.0,2021-12-30,124000.0,2.73%
103500.0,2021-12-16,121100.0,1.34%
103500.0,2021-12-02,119700.0,-8.56%
103500.0,2021-11-18,125600.0,-1.34%
103500.0,2021-11-04,127400.0,-4.07%
103500.0,2021-10-21,131800.0,-0.53%
103500.0,2021-10-07,127300.0,0.32%
103500.0,2021-09-23,122000.0,-2.48%
103500.0,2021-09-09,124000.0,-0.80%
103500.0,2021-08-24,119800.0,2.57%
103500.0,2021-08-10,117500.0,2.71%
103500.0,2021-07-27,113800.0,3.45%
103500.0,2021-07-13,117800.0,0.00%
103500.0,2021-06-29,115300.0,1.14%
103500.0,2021-06-15,115600.0,2.94%
103500.0,2021-06-01,106000.0,-5.36%
103500.0,2021-05-18,112100.0,-5.64%
103500.0,2021-05-04,123000.0,-2.77%
103500.0,2021-04-15,129000.0,-2.71%
103500.0,2021-04-01,129700.0,1.49%
103500.0,2021-03-18,133000.0,-1.63%
103500.0,2021-03-04,135300.0,3.13%
103500.0,2021-02-18,129000.0,0.00%
103500.0,2021-01-28,121700.0,-5.51%
103500.0,2021-01-14,129500.0,4.86%
103500.0,2020-12-30,124500.0,1.97%
103500.0,2020-12-16,124800.0,5.49%
103500.0,2020-12-02,117500.0,-0.42%
103500.0,2020-11-18,112100.0,-0.71%
103500.0,2020-11-04,105300.0,2.73%
103500.0,2020-10-21,103800.0,-0.19%
103500.0,2020-10-07,103000.0,-2.37%
103500.0,2020-09-17,105900.0,0.38%
103500.0,2020-09-03,106500.0,7.79%
103500.0,2020-08-13,100600.0,0.60%
103500.0,2020-07-30,95100.0,-11.29%
103500.0,2020-07-16,107300.0,0.00%
103500.0,2020-07-02,106900.0,-0.28%
103500.0,2020-06-18,109000.0,-3.96%
103500.0,2020-06-04,113800.0,0.71%
103500.0,2020-05-21,113600.0,0.71%
103500.0,2020-05-07,112200.0,0.00%
103500.0,2020-04-21,113000.0,3.20%
103500.0,2020-04-07,97200.0,4.29%
103500.0,2020-03-23,95800.0,-0.21%
103500.0,2020-03-09,112100.0,-6.11%
103500.0,2020-02-18,128400.0,0.08%
103500.0,2020-02-04,125400.0,-14.40%
103500.0,2020-01-14,145800.0,0.21%
103500.0,2019-12-30,143500.0,0.70%
103500.0,2019-12-16,142800.0,-0.28%
103500.0,2019-12-02,144900.0,1.05%
32400.0,2023-11-20,32400.0,3.02%
32400.0,2023-11-06,29000.0,5.45%
32400.0,2023-10-23,30600.0,-4.67%
32400.0,2023-10-09,33200.0,3.43%
32400.0,2023-09-25,30350.0,-14.99%
32400.0,2023-09-11,33500.0,0.30%
32400.0,2023-08-24,32000.0,6.84%
32400.0,2023-08-10,28100.0,-1.40%
32400.0,2023-07-27,29450.0,5.18%
32400.0,2023-07-13,28400.0,7.98%
32400.0,2023-06-29,25450.0,-2.49%
32400.0,2023-06-15,24726.0,5.76%
32400.0,2023-06-01,22561.0,4.22%
32400.0,2023-05-18,21936.0,1.79%
32400.0,2023-05-04,20926.0,1.17%
32400.0,2023-04-17,20541.0,-4.69%
32400.0,2023-04-03,21166.0,4.76%
32400.0,2023-03-20,18761.0,-0.76%
32400.0,2023-03-06,18039.0,2.74%
32400.0,2023-02-20,19964.0,12.16%
32400.0,2023-02-06,19242.0,-4.76%
32400.0,2023-01-16,18665.0,2.11%
32400.0,2022-12-30,17029.0,-3.28%
32400.0,2022-12-16,19723.0,1.24%
32400.0,2022-12-02,18713.0,13.74%
32400.0,2022-11-18,15634.0,15.25%
32400.0,2022-11-04,14768.0,-3.46%
32400.0,2022-10-21,15586.0,-9.49%
32400.0,2022-10-07,16163.0,-15.15%
32400.0,2022-09-23,19867.0,-2.36%
32400.0,2022-09-09,21359.0,-7.50%
32400.0,2022-08-24,24293.0,2.85%
32400.0,2022-08-10,23620.0,4.26%
32400.0,2022-07-27,19627.0,-4.23%
32400.0,2022-07-13,19915.0,8.94%
32400.0,2022-06-29,19001.0,11.58%
32400.0,2022-06-15,19688.0,-22.70%
32400.0,2022-06-01,25686.0,2.60%
32400.0,2022-05-18,24903.0,3.43%
32400.0,2022-05-04,27815.0,-4.62%
32400.0,2022-04-18,32596.0,-12.79%
32400.0,2022-04-01,37290.0,-1.27%
32400.0,2022-03-18,38072.0,-2.67%
32400.0,2022-03-04,40506.0,1.97%
32400.0,2022-02-18,39289.0,0.22%
32400.0,2022-01-28,39159.0,1.12%
32400.0,2022-01-14,42331.0,-5.62%
32400.0,2021-12-30,45721.0,7.35%
32400.0,2021-12-16,44244.0,-5.39%
32400.0,2021-12-02,46938.0,-1.82%
32400.0,2021-11-18,42636.0,11.10%
32400.0,2021-11-04,37377.0,5.39%
32400.0,2021-10-21,34508.0,-3.17%
32400.0,2021-10-07,35378.0,0.12%
32400.0,2021-09-23,36421.0,-1.41%
32400.0,2021-09-09,38203.0,3.81%
32400.0,2021-08-24,36443.0,-0.16%
32400.0,2021-08-10,35371.0,5.13%
32400.0,2021-07-27,30965.0,-1.33%
32400.0,2021-07-13,30846.0,-1.52%
32400.0,2021-06-29,32513.0,10.30%
32400.0,2021-06-15,30965.0,20.46%
32400.0,2021-06-01,25531.0,6.85%
32400.0,2021-05-18,20594.0,3.03%
32400.0,2021-05-04,19221.0,-0.31%
32400.0,2021-04-15,20361.0,-0.99%
32400.0,2021-04-01,19835.0,10.23%
32400.0,2021-03-18,19455.0,-1.92%
32400.0,2021-03-04,19543.0,0.00%
32400.0,2021-02-18,19455.0,12.12%
32400.0,2021-01-28,16212.0,-19.68%
32400.0,2021-01-14,20653.0,2.76%
32400.0,2020-12-30,18403.0,9.37%
32400.0,2020-12-16,14635.0,10.35%
32400.0,2020-12-02,11509.0,2.60%
32400.0,2020-11-18,10750.0,5.14%
32400.0,2020-11-04,10224.0,4.80%
32400.0,2020-10-21,10341.0,-2.20%
32400.0,2020-10-07,10428.0,7.85%
32400.0,2020-09-17,9347.0,0.94%
32400.0,2020-09-03,8909.0,6.27%
32400.0,2020-08-13,8676.0,3.50%
32400.0,2020-07-30,8033.0,-7.72%
32400.0,2020-07-16,9117.0,4.73%
32400.0,2020-07-02,8321.0,-4.11%
32400.0,2020-06-18,8238.0,0.66%
32400.0,2020-06-04,8623.0,5.73%
32400.0,2020-05-21,7881.0,0.70%
32400.0,2020-05-07,7250.0,1.94%
32400.0,2020-04-21,7058.0,-2.65%
32400.0,2020-04-07,6700.0,23.05%
32400.0,2020-03-23,6108.0,-3.00%
32400.0,2020-03-09,7362.0,-1.59%
32400.0,2020-02-18,8309.0,0.57%
32400.0,2020-02-04,8049.0,-11.69%
32400.0,2020-01-14,8712.0,0.82%
32400.0,2019-12-30,8594.0,-1.08%
32400.0,2019-12-16,9020.0,-2.80%
32400.0,2019-12-02,9233.0,-4.41%
10950.0,2023-11-20,10950.0,0.00%
10950.0,2023-11-06,10600.0,0.47%
10950.0,2023-10-23,11050.0,-4.74%
10950.0,2023-10-09,11800.0,-0.42%
10950.0,2023-09-25,12100.0,-5.10%
10950.0,2023-09-11,13350.0,2.69%
10950.0,2023-08-24,12650.0,-4.17%
10950.0,2023-08-10,13550.0,5.45%
10950.0,2023-07-27,12950.0,0.39%
10950.0,2023-07-13,12550.0,-5.64%
10950.0,2023-06-29,14150.0,1.80%
10950.0,2023-06-15,13200.0,-3.30%
10950.0,2023-06-01,13150.0,5.20%
10950.0,2023-05-18,12500.0,0.81%
10950.0,2023-05-04,12900.0,7.05%
10950.0,2023-04-17,12350.0,-5.73%
10950.0,2023-04-03,12850.0,-2.65%
10950.0,2023-03-20,12700.0,-2.31%
10950.0,2023-03-06,12500.0,-0.40%
10950.0,2023-02-20,12700.0,9.01%
10950.0,2023-02-06,12150.0,-12.27%
10950.0,2023-01-16,14250.0,-4.36%
10950.0,2022-12-30,13900.0,2.58%
10950.0,2022-12-16,15100.0,28.51%
10950.0,2022-12-02,10650.0,13.30%
10950.0,2022-11-18,9300.0,-6.06%
10950.0,2022-11-04,10700.0,-0.47%
10950.0,2022-10-21,11150.0,-4.29%
10950.0,2022-10-07,11350.0,-14.98%
10950.0,2022-09-23,14600.0,-1.68%
10950.0,2022-09-09,14850.0,-13.91%
10950.0,2022-08-24,17900.0,3.17%
10950.0,2022-08-10,18100.0,6.16%
10950.0,2022-07-27,15950.0,-3.92%
10950.0,2022-07-13,16450.0,5.45%
10950.0,2022-06-29,16050.0,4.56%
10950.0,2022-06-15,16150.0,-10.53%
10950.0,2022-06-01,18600.0,4.49%
10950.0,2022-05-18,18800.0,-7.39%
10950.0,2022-05-04,22300.0,7.73%
10950.0,2022-04-18,22550.0,-6.43%
10950.0,2022-04-01,25050.0,-1.18%
10950.0,2022-03-18,25350.0,-1.74%
10950.0,2022-03-04,25400.0,-1.93%
10950.0,2022-02-18,27300.0,4.20%
10950.0,2022-01-28,24300.0,7.05%
10950.0,2022-01-14,22700.0,0.22%
10950.0,2021-12-30,23200.0,0.43%
10950.0,2021-12-16,23350.0,1.97%
10950.0,2021-12-02,22900.0,-3.78%
10950.0,2021-11-18,25200.0,1.20%
10950.0,2021-11-04,24150.0,-3.40%
10950.0,2021-10-21,25950.0,-1.33%
10950.0,2021-10-07,25950.0,3.80%
10950.0,2021-09-23,25600.0,0.39%
10950.0,2021-09-09,23950.0,13.51%
10950.0,2021-08-24,20400.0,-4.67%
10950.0,2021-08-10,21500.0,-3.37%
10950.0,2021-07-27,19100.0,-1.42%
10950.0,2021-07-13,20207.0,-3.58%
10950.0,2021-06-29,21868.0,0.36%
10950.0,2021-06-15,22184.0,3.50%
10950.0,2021-06-01,20286.0,-3.93%
10950.0,2021-05-18,21433.0,-1.81%
10950.0,2021-05-04,21591.0,-9.60%
10950.0,2021-04-15,24992.0,-5.10%
10950.0,2021-04-01,26732.0,4.48%
10950.0,2021-03-18,25624.0,5.54%
10950.0,2021-03-04,23647.0,3.10%
10950.0,2021-02-18,21551.0,4.40%
10950.0,2021-01-28,20049.0,-13.92%
10950.0,2021-01-14,24359.0,7.69%
10950.0,2020-12-30,22421.0,2.16%
10950.0,2020-12-16,22540.0,6.15%
10950.0,2020-12-02,20721.0,-2.42%
10950.0,2020-11-18,21591.0,1.11%
10950.0,2020-11-04,19969.0,2.23%
10950.0,2020-10-21,20009.0,-3.62%
10950.0,2020-10-07,21077.0,-0.37%
10950.0,2020-09-17,21195.0,2.29%
10950.0,2020-09-03,20879.0,9.54%
10950.0,2020-08-13,19772.0,5.27%
10950.0,2020-07-30,17399.0,-14.73%
10950.0,2020-07-16,20839.0,-0.94%
10950.0,2020-07-02,20246.0,-4.12%
10950.0,2020-06-18,21789.0,-1.60%
10950.0,2020-06-04,22026.0,0.18%
10950.0,2020-05-21,21591.0,-1.44%
10950.0,2020-05-07,21116.0,2.30%
10950.0,2020-04-21,21512.0,15.99%
10950.0,2020-04-07,16055.0,12.16%
10950.0,2020-03-23,14671.0,-9.95%
10950.0,2020-03-09,18388.0,4.73%
10950.0,2020-02-18,21274.0,-1.11%
10950.0,2020-02-04,21116.0,-18.47%
10950.0,2020-01-14,25466.0,-3.74%
10950.0,2019-12-30,26811.0,-1.31%
10950.0,2019-12-16,27048.0,-1.30%
10950.0,2019-12-02,27760.0,0.86%
21700.0,2023-11-20,21700.0,0.93%
21700.0,2023-11-06,20000.0,16.28%
21700.0,2023-10-23,17700.0,-5.85%
21700.0,2023-10-09,19350.0,-3.73%
21700.0,2023-09-25,20050.0,-8.03%
21700.0,2023-09-11,21300.0,6.50%
21700.0,2023-08-24,18750.0,-6.25%
21700.0,2023-08-10,18800.0,0.53%
21700.0,2023-07-27,18750.0,6.84%
21700.0,2023-07-13,17500.0,6.71%
21700.0,2023-06-29,16400.0,-2.92%
21700.0,2023-06-15,16067.0,1.22%
21700.0,2023-06-01,14757.0,-1.93%
21700.0,2023-05-18,15000.0,-4.04%
21700.0,2023-05-04,15048.0,6.17%
21700.0,2023-04-17,15145.0,0.00%
21700.0,2023-04-03,15728.0,-0.91%
21700.0,2023-03-20,15242.0,-3.09%
21700.0,2023-03-06,14902.0,6.60%
21700.0,2023-02-20,15728.0,12.50%
21700.0,2023-02-06,14126.0,-2.67%
21700.0,2023-01-16,13300.0,9.60%
21700.0,2022-12-30,11213.0,-2.12%
21700.0,2022-12-16,13106.0,4.25%
21700.0,2022-12-02,11941.0,-87.53%
21700.0,2022-11-18,87281.0,10.99%
21700.0,2022-11-04,10776.0,-9.39%
21700.0,2022-10-21,12135.0,-11.66%
21700.0,2022-10-07,11456.0,-20.27%
21700.0,2022-09-23,15728.0,-5.81%
21700.0,2022-09-09,17394.0,3.36%
21700.0,2022-08-24,17273.0,0.95%
21700.0,2022-08-10,16909.0,6.90%
21700.0,2022-07-27,13349.0,-8.34%
21700.0,2022-07-13,14482.0,4.37%
21700.0,2022-06-29,13956.0,14.24%
21700.0,2022-06-15,14118.0,-16.90%
21700.0,2022-06-01,18284.0,6.60%
21700.0,2022-05-18,17313.0,-12.66%
21700.0,2022-05-04,21318.0,-6.23%
21700.0,2022-04-18,25161.0,-5.33%
21700.0,2022-04-01,28923.0,-5.55%
21700.0,2022-03-18,30622.0,854.85%
21700.0,2022-03-04,33009.0,13.81%
21700.0,2022-02-18,30137.0,0.40%
21700.0,2022-01-28,24555.0,-6.03%
21700.0,2022-01-14,28681.0,0.28%
21700.0,2021-12-30,29854.0,5.13%
21700.0,2021-12-16,30056.0,4.79%
21700.0,2021-12-02,31877.0,1.03%
21700.0,2021-11-18,32281.0,-8.28%
21700.0,2021-11-04,37055.0,-4.58%
21700.0,2021-10-21,39967.0,1.96%
21700.0,2021-10-07,38511.0,2.37%
21700.0,2021-09-23,37621.0,-1.06%
21700.0,2021-09-09,36326.0,12.53%
21700.0,2021-08-24,3042.0,-90.55%
21700.0,2021-08-10,31351.0,4.73%
21700.0,2021-07-27,28883.0,0.85%
21700.0,2021-07-13,27467.0,-12.27%
21700.0,2021-06-29,33980.0,0.48%
21700.0,2021-06-15,33859.0,8.96%
21700.0,2021-06-01,31994.0,8.21%
21700.0,2021-05-18,28280.0,1.85%
21700.0,2021-05-04,24713.0,11.45%
21700.0,2021-04-15,23205.0,6.77%
21700.0,2021-04-01,21329.0,6.23%
21700.0,2021-03-18,21109.0,0.88%
21700.0,2021-03-04,20373.0,7.36%
21700.0,2021-02-18,18314.0,4.19%
21700.0,2021-01-28,16070.0,-16.77%
21700.0,2021-01-14,18424.0,3.94%
21700.0,2020-12-30,15997.0,-2.46%
21700.0,2020-12-16,15408.0,3.97%
21700.0,2020-12-02,13202.0,-0.83%
